ID,electricity_consumption
cluster_1_2023-01-23,512.1219
cluster_2_2023-01-23,771.0608
cluster_3_2023-01-23,982.078
cluster_4_2023-01-23,1427.9429
cluster_1_2023-01-24,510.3511
cluster_2_2023-01-24,777.71094
cluster_3_2023-01-24,909.3888
cluster_4_2023-01-24,1427.6542
cluster_1_2023-01-25,521.38495
cluster_2_2023-01-25,788.21484
cluster_3_2023-01-25,978.9621
cluster_4_2023-01-25,1394.3464
cluster_1_2023-01-26,491.54114
cluster_2_2023-01-26,704.28107
cluster_3_2023-01-26,978.93024
cluster_4_2023-01-26,1447.0958
cluster_1_2023-01-27,458.52255
cluster_2_2023-01-27,727.07074
cluster_3_2023-01-27,975.4728
cluster_4_2023-01-27,1426.4155
cluster_1_2023-01-28,477.12808
cluster_2_2023-01-28,679.5976
cluster_3_2023-01-28,922.0214
cluster_4_2023-01-28,1343.9424
cluster_1_2023-01-29,472.66592
cluster_2_2023-01-29,679.87744
cluster_3_2023-01-29,896.43225
cluster_4_2023-01-29,1309.032
cluster_1_2023-01-30,463.28748
cluster_2_2023-01-30,714.4319
cluster_3_2023-01-30,1001.2189
cluster_4_2023-01-30,1378.6631
cluster_1_2023-01-31,472.93314
cluster_2_2023-01-31,667.98315
cluster_3_2023-01-31,917.89276
cluster_4_2023-01-31,1341.4187
cluster_1_2023-02-01,418.70258
cluster_2_2023-02-01,648.32904
cluster_3_2023-02-01,888.01086
cluster_4_2023-02-01,1293.4562
cluster_1_2023-02-02,428.89142
cluster_2_2023-02-02,667.1764
cluster_3_2023-02-02,854.7111
cluster_4_2023-02-02,1276.017
cluster_1_2023-02-03,404.95038
cluster_2_2023-02-03,683.1889
cluster_3_2023-02-03,871.848
cluster_4_2023-02-03,1264.6671
cluster_1_2023-02-04,372.19907
cluster_2_2023-02-04,631.4073
cluster_3_2023-02-04,812.1434
cluster_4_2023-02-04,1131.5908
cluster_1_2023-02-05,362.20963
cluster_2_2023-02-05,565.9217
cluster_3_2023-02-05,769.5175
cluster_4_2023-02-05,1144.8834
cluster_1_2023-02-06,458.38306
cluster_2_2023-02-06,655.6703
cluster_3_2023-02-06,886.5383
cluster_4_2023-02-06,1302.7117
cluster_1_2023-02-07,475.6595
cluster_2_2023-02-07,715.3239
cluster_3_2023-02-07,988.23145
cluster_4_2023-02-07,1373.8966
cluster_1_2023-02-08,487.33945
cluster_2_2023-02-08,740.41064
cluster_3_2023-02-08,990.5548
cluster_4_2023-02-08,1418.0996
cluster_1_2023-02-09,498.74506
cluster_2_2023-02-09,746.09906
cluster_3_2023-02-09,997.64044
cluster_4_2023-02-09,1438.6089
cluster_1_2023-02-10,461.02844
cluster_2_2023-02-10,732.4473
cluster_3_2023-02-10,1017.27014
cluster_4_2023-02-10,1357.206
cluster_1_2023-02-11,418.7159
cluster_2_2023-02-11,653.6741
cluster_3_2023-02-11,918.79224
cluster_4_2023-02-11,1257.2886
cluster_1_2023-02-12,371.36005
cluster_2_2023-02-12,600.89886
cluster_3_2023-02-12,834.812
cluster_4_2023-02-12,1225.0619
cluster_1_2023-02-13,441.49255
cluster_2_2023-02-13,674.245
cluster_3_2023-02-13,882.2651
cluster_4_2023-02-13,1293.2281
cluster_1_2023-02-14,436.65433
cluster_2_2023-02-14,681.83875
cluster_3_2023-02-14,910.5304
cluster_4_2023-02-14,1275.3535
cluster_1_2023-02-15,421.13626
cluster_2_2023-02-15,679.43896
cluster_3_2023-02-15,872.39056
cluster_4_2023-02-15,1280.1371
cluster_1_2023-02-16,440.53088
cluster_2_2023-02-16,633.07526
cluster_3_2023-02-16,885.49664
cluster_4_2023-02-16,1254.8215
cluster_1_2023-02-17,381.92966
cluster_2_2023-02-17,614.63385
cluster_3_2023-02-17,827.0697
cluster_4_2023-02-17,1205.5045
cluster_1_2023-02-18,356.16196
cluster_2_2023-02-18,558.85004
cluster_3_2023-02-18,719.44196
cluster_4_2023-02-18,981.85956
cluster_1_2023-02-19,359.0384
cluster_2_2023-02-19,534.4799
cluster_3_2023-02-19,711.2461
cluster_4_2023-02-19,1081.2169
cluster_1_2023-02-20,405.84448
cluster_2_2023-02-20,608.89856
cluster_3_2023-02-20,824.58453
cluster_4_2023-02-20,1156.5997
cluster_1_2023-02-21,432.8352
cluster_2_2023-02-21,617.46783
cluster_3_2023-02-21,836.91956
cluster_4_2023-02-21,1203.2203
cluster_1_2023-02-22,426.3257
cluster_2_2023-02-22,620.3189
cluster_3_2023-02-22,862.89386
cluster_4_2023-02-22,1246.0524
cluster_1_2023-02-23,445.6858
cluster_2_2023-02-23,582.15155
cluster_3_2023-02-23,819.75995
cluster_4_2023-02-23,1174.0204
cluster_1_2023-02-24,421.26562
cluster_2_2023-02-24,640.7273
cluster_3_2023-02-24,809.5603
cluster_4_2023-02-24,1119.2998
cluster_1_2023-02-25,388.59418
cluster_2_2023-02-25,595.86835
cluster_3_2023-02-25,770.2348
cluster_4_2023-02-25,1116.3878
cluster_1_2023-02-26,395.2047
cluster_2_2023-02-26,565.2305
cluster_3_2023-02-26,847.3172
cluster_4_2023-02-26,1231.241
cluster_1_2023-02-27,465.30527
cluster_2_2023-02-27,667.30615
cluster_3_2023-02-27,993.1821
cluster_4_2023-02-27,1326.6986
cluster_1_2023-02-28,481.3349
cluster_2_2023-02-28,735.0742
cluster_3_2023-02-28,1003.919
cluster_4_2023-02-28,1390.1095
cluster_1_2023-03-01,460.5858
cluster_2_2023-03-01,720.7175
cluster_3_2023-03-01,933.218
cluster_4_2023-03-01,1321.3037
cluster_1_2023-03-02,453.1654
cluster_2_2023-03-02,684.2144
cluster_3_2023-03-02,907.28406
cluster_4_2023-03-02,1264.4482
cluster_1_2023-03-03,443.94144
cluster_2_2023-03-03,655.11145
cluster_3_2023-03-03,849.218
cluster_4_2023-03-03,1222.94
cluster_1_2023-03-04,445.9326
cluster_2_2023-03-04,589.8887
cluster_3_2023-03-04,780.7966
cluster_4_2023-03-04,1103.9548
cluster_1_2023-03-05,387.9493
cluster_2_2023-03-05,545.67566
cluster_3_2023-03-05,753.9375
cluster_4_2023-03-05,1146.3732
cluster_1_2023-03-06,443.852
cluster_2_2023-03-06,631.9404
cluster_3_2023-03-06,848.5468
cluster_4_2023-03-06,1206.6045
cluster_1_2023-03-07,437.99658
cluster_2_2023-03-07,624.2444
cluster_3_2023-03-07,869.7288
cluster_4_2023-03-07,1332.7546
cluster_1_2023-03-08,400.42645
cluster_2_2023-03-08,567.98785
cluster_3_2023-03-08,790.35864
cluster_4_2023-03-08,1228.7822
cluster_1_2023-03-09,366.6339
cluster_2_2023-03-09,534.78705
cluster_3_2023-03-09,715.90515
cluster_4_2023-03-09,1055.6302
cluster_1_2023-03-10,421.05933
cluster_2_2023-03-10,604.742
cluster_3_2023-03-10,807.1474
cluster_4_2023-03-10,1150.4092
cluster_1_2023-03-11,385.80615
cluster_2_2023-03-11,584.3798
cluster_3_2023-03-11,758.64233
cluster_4_2023-03-11,1129.9645
cluster_1_2023-03-12,325.35434
cluster_2_2023-03-12,497.51074
cluster_3_2023-03-12,694.41595
cluster_4_2023-03-12,941.5946
cluster_1_2023-03-13,349.84482
cluster_2_2023-03-13,473.74442
cluster_3_2023-03-13,653.4778
cluster_4_2023-03-13,966.32715
cluster_1_2023-03-14,420.15543
cluster_2_2023-03-14,588.92255
cluster_3_2023-03-14,765.01416
cluster_4_2023-03-14,1144.5447
cluster_1_2023-03-15,415.16675
cluster_2_2023-03-15,577.8886
cluster_3_2023-03-15,777.61395
cluster_4_2023-03-15,1162.7325
cluster_1_2023-03-16,384.74625
cluster_2_2023-03-16,530.51056
cluster_3_2023-03-16,693.38416
cluster_4_2023-03-16,1079.1019
cluster_1_2023-03-17,354.68106
cluster_2_2023-03-17,519.7107
cluster_3_2023-03-17,713.7956
cluster_4_2023-03-17,1015.683
cluster_1_2023-03-18,323.46506
cluster_2_2023-03-18,490.05588
cluster_3_2023-03-18,675.0155
cluster_4_2023-03-18,968.29016
cluster_1_2023-03-19,335.42938
cluster_2_2023-03-19,491.4791
cluster_3_2023-03-19,667.03156
cluster_4_2023-03-19,991.17194
cluster_1_2023-03-20,400.92413
cluster_2_2023-03-20,556.0111
cluster_3_2023-03-20,730.66315
cluster_4_2023-03-20,1118.2511
cluster_1_2023-03-21,357.49646
cluster_2_2023-03-21,550.46484
cluster_3_2023-03-21,759.42584
cluster_4_2023-03-21,1038.9553
cluster_1_2023-03-22,380.4061
cluster_2_2023-03-22,525.19073
cluster_3_2023-03-22,715.11
cluster_4_2023-03-22,993.64996
cluster_1_2023-03-23,360.1998
cluster_2_2023-03-23,494.82028
cluster_3_2023-03-23,680.958
cluster_4_2023-03-23,980.05414
cluster_1_2023-03-24,343.7342
cluster_2_2023-03-24,500.45877
cluster_3_2023-03-24,746.459
cluster_4_2023-03-24,969.86475
cluster_1_2023-03-25,320.06183
cluster_2_2023-03-25,467.36404
cluster_3_2023-03-25,678.8097
cluster_4_2023-03-25,917.34216
cluster_1_2023-03-26,314.6522
cluster_2_2023-03-26,471.80872
cluster_3_2023-03-26,657.56586
cluster_4_2023-03-26,921.51587
cluster_1_2023-03-27,372.7593
cluster_2_2023-03-27,548.19977
cluster_3_2023-03-27,739.0748
cluster_4_2023-03-27,1141.474
cluster_1_2023-03-28,403.4579
cluster_2_2023-03-28,524.863
cluster_3_2023-03-28,705.8631
cluster_4_2023-03-28,1090.4413
cluster_1_2023-03-29,341.7003
cluster_2_2023-03-29,485.82773
cluster_3_2023-03-29,652.89575
cluster_4_2023-03-29,953.08276
cluster_1_2023-03-30,339.92316
cluster_2_2023-03-30,476.04205
cluster_3_2023-03-30,692.50793
cluster_4_2023-03-30,932.6944
cluster_1_2023-03-31,368.0314
cluster_2_2023-03-31,521.3589
cluster_3_2023-03-31,686.05176
cluster_4_2023-03-31,962.2028
cluster_1_2023-04-01,310.479
cluster_2_2023-04-01,464.6989
cluster_3_2023-04-01,652.4719
cluster_4_2023-04-01,914.8926
cluster_1_2023-04-02,312.6401
cluster_2_2023-04-02,463.66885
cluster_3_2023-04-02,601.0268
cluster_4_2023-04-02,948.81946
cluster_1_2023-04-03,355.15952
cluster_2_2023-04-03,531.19464
cluster_3_2023-04-03,654.8572
cluster_4_2023-04-03,1037.5052
cluster_1_2023-04-04,370.4235
cluster_2_2023-04-04,544.12164
cluster_3_2023-04-04,737.0814
cluster_4_2023-04-04,1085.854
cluster_1_2023-04-05,343.99686
cluster_2_2023-04-05,520.4143
cluster_3_2023-04-05,746.83
cluster_4_2023-04-05,1037.8623
cluster_1_2023-04-06,349.11407
cluster_2_2023-04-06,485.1051
cluster_3_2023-04-06,687.6909
cluster_4_2023-04-06,1042.982
cluster_1_2023-04-07,361.27722
cluster_2_2023-04-07,476.6372
cluster_3_2023-04-07,667.6363
cluster_4_2023-04-07,1016.0007
cluster_1_2023-04-08,317.1732
cluster_2_2023-04-08,454.84198
cluster_3_2023-04-08,646.70575
cluster_4_2023-04-08,927.05444
cluster_1_2023-04-09,282.50656
cluster_2_2023-04-09,413.25394
cluster_3_2023-04-09,585.1115
cluster_4_2023-04-09,877.13226
cluster_1_2023-04-10,334.84305
cluster_2_2023-04-10,459.79132
cluster_3_2023-04-10,695.9837
cluster_4_2023-04-10,937.7234
cluster_1_2023-04-11,369.1073
cluster_2_2023-04-11,477.36273
cluster_3_2023-04-11,662.7468
cluster_4_2023-04-11,955.3894
cluster_1_2023-04-12,372.59073
cluster_2_2023-04-12,498.35355
cluster_3_2023-04-12,694.52997
cluster_4_2023-04-12,1007.0449
cluster_1_2023-04-13,373.96066
cluster_2_2023-04-13,552.7974
cluster_3_2023-04-13,744.07355
cluster_4_2023-04-13,1069.7863
cluster_1_2023-04-14,375.15607
cluster_2_2023-04-14,540.37695
cluster_3_2023-04-14,756.00977
cluster_4_2023-04-14,1112.3611
cluster_1_2023-04-15,293.24255
cluster_2_2023-04-15,445.38055
cluster_3_2023-04-15,672.2509
cluster_4_2023-04-15,937.89606
cluster_1_2023-04-16,289.65088
cluster_2_2023-04-16,441.5754
cluster_3_2023-04-16,612.69836
cluster_4_2023-04-16,917.8736
cluster_1_2023-04-17,315.13422
cluster_2_2023-04-17,495.33612
cluster_3_2023-04-17,638.497
cluster_4_2023-04-17,974.31604
cluster_1_2023-04-18,330.53018
cluster_2_2023-04-18,466.08398
cluster_3_2023-04-18,664.8793
cluster_4_2023-04-18,958.07495
cluster_1_2023-04-19,322.52054
cluster_2_2023-04-19,454.4807
cluster_3_2023-04-19,637.22235
cluster_4_2023-04-19,911.02124
cluster_1_2023-04-20,359.87543
cluster_2_2023-04-20,459.9186
cluster_3_2023-04-20,650.9762
cluster_4_2023-04-20,958.0932
cluster_1_2023-04-21,325.1037
cluster_2_2023-04-21,469.22253
cluster_3_2023-04-21,664.6584
cluster_4_2023-04-21,990.01807
cluster_1_2023-04-22,298.5189
cluster_2_2023-04-22,465.74252
cluster_3_2023-04-22,583.26025
cluster_4_2023-04-22,892.2563
cluster_1_2023-04-23,276.12988
cluster_2_2023-04-23,394.05948
cluster_3_2023-04-23,563.6063
cluster_4_2023-04-23,827.9033
cluster_1_2023-04-24,316.71524
cluster_2_2023-04-24,448.356
cluster_3_2023-04-24,611.7412
cluster_4_2023-04-24,905.043
cluster_1_2023-04-25,357.724
cluster_2_2023-04-25,497.55627
cluster_3_2023-04-25,644.01013
cluster_4_2023-04-25,945.63086
cluster_1_2023-04-26,349.72607
cluster_2_2023-04-26,472.06116
cluster_3_2023-04-26,661.82086
cluster_4_2023-04-26,962.64844
cluster_1_2023-04-27,324.3364
cluster_2_2023-04-27,453.14706
cluster_3_2023-04-27,627.72424
cluster_4_2023-04-27,910.0431
cluster_1_2023-04-28,298.45663
cluster_2_2023-04-28,424.3983
cluster_3_2023-04-28,594.28815
cluster_4_2023-04-28,844.0581
cluster_1_2023-04-29,277.2613
cluster_2_2023-04-29,395.12405
cluster_3_2023-04-29,559.60034
cluster_4_2023-04-29,784.8132
cluster_1_2023-04-30,260.5377
cluster_2_2023-04-30,399.64407
cluster_3_2023-04-30,539.3396
cluster_4_2023-04-30,806.0342
cluster_1_2023-05-01,268.0161
cluster_2_2023-05-01,387.35648
cluster_3_2023-05-01,560.5343
cluster_4_2023-05-01,827.8835
cluster_1_2023-05-02,314.52005
cluster_2_2023-05-02,442.6905
cluster_3_2023-05-02,614.75287
cluster_4_2023-05-02,880.2157
cluster_1_2023-05-03,312.8266
cluster_2_2023-05-03,444.43073
cluster_3_2023-05-03,613.7441
cluster_4_2023-05-03,885.1644
cluster_1_2023-05-04,299.90714
cluster_2_2023-05-04,434.242
cluster_3_2023-05-04,618.7488
cluster_4_2023-05-04,866.82935
cluster_1_2023-05-05,296.01254
cluster_2_2023-05-05,422.99387
cluster_3_2023-05-05,604.2382
cluster_4_2023-05-05,836.8513
cluster_1_2023-05-06,255.7613
cluster_2_2023-05-06,378.5713
cluster_3_2023-05-06,548.9295
cluster_4_2023-05-06,764.1757
cluster_1_2023-05-07,237.07704
cluster_2_2023-05-07,359.45996
cluster_3_2023-05-07,523.7018
cluster_4_2023-05-07,765.8766
cluster_1_2023-05-08,288.11285
cluster_2_2023-05-08,418.0455
cluster_3_2023-05-08,588.52655
cluster_4_2023-05-08,832.025
cluster_1_2023-05-09,309.1082
cluster_2_2023-05-09,443.26926
cluster_3_2023-05-09,628.11615
cluster_4_2023-05-09,869.8222
cluster_1_2023-05-10,310.32245
cluster_2_2023-05-10,439.15964
cluster_3_2023-05-10,622.01074
cluster_4_2023-05-10,888.7072
cluster_1_2023-05-11,311.88544
cluster_2_2023-05-11,443.79797
cluster_3_2023-05-11,613.9592
cluster_4_2023-05-11,907.6904
cluster_1_2023-05-12,300.4273
cluster_2_2023-05-12,431.40518
cluster_3_2023-05-12,615.22327
cluster_4_2023-05-12,886.3753
cluster_1_2023-05-13,254.9237
cluster_2_2023-05-13,381.82614
cluster_3_2023-05-13,576.92975
cluster_4_2023-05-13,768.875
cluster_1_2023-05-14,241.56061
cluster_2_2023-05-14,361.66916
cluster_3_2023-05-14,526.8896
cluster_4_2023-05-14,778.8584
cluster_1_2023-05-15,299.86035
cluster_2_2023-05-15,432.28033
cluster_3_2023-05-15,586.8145
cluster_4_2023-05-15,886.4848
cluster_1_2023-05-16,313.7662
cluster_2_2023-05-16,465.70453
cluster_3_2023-05-16,626.256
cluster_4_2023-05-16,983.3124
cluster_1_2023-05-17,318.42377
cluster_2_2023-05-17,449.40683
cluster_3_2023-05-17,632.935
cluster_4_2023-05-17,927.72406
cluster_1_2023-05-18,306.41803
cluster_2_2023-05-18,450.0497
cluster_3_2023-05-18,651.11816
cluster_4_2023-05-18,926.6715
cluster_1_2023-05-19,304.01486
cluster_2_2023-05-19,439.7818
cluster_3_2023-05-19,613.3656
cluster_4_2023-05-19,906.1399
cluster_1_2023-05-20,255.74223
cluster_2_2023-05-20,388.16953
cluster_3_2023-05-20,563.67773
cluster_4_2023-05-20,773.0863
cluster_1_2023-05-21,234.98952
cluster_2_2023-05-21,357.28696
cluster_3_2023-05-21,522.94073
cluster_4_2023-05-21,732.112
cluster_1_2023-05-22,285.48666
cluster_2_2023-05-22,419.26755
cluster_3_2023-05-22,593.7397
cluster_4_2023-05-22,832.2054
cluster_1_2023-05-23,297.95355
cluster_2_2023-05-23,431.7222
cluster_3_2023-05-23,606.9056
cluster_4_2023-05-23,856.3203
cluster_1_2023-05-24,303.71103
cluster_2_2023-05-24,439.67896
cluster_3_2023-05-24,606.59186
cluster_4_2023-05-24,872.4644
cluster_1_2023-05-25,299.62048
cluster_2_2023-05-25,431.15854
cluster_3_2023-05-25,612.4192
cluster_4_2023-05-25,848.8196
cluster_1_2023-05-26,291.7278
cluster_2_2023-05-26,412.59174
cluster_3_2023-05-26,591.9377
cluster_4_2023-05-26,836.0093
cluster_1_2023-05-27,249.0186
cluster_2_2023-05-27,372.00592
cluster_3_2023-05-27,544.9024
cluster_4_2023-05-27,758.3757
cluster_1_2023-05-28,233.21901
cluster_2_2023-05-28,346.03745
cluster_3_2023-05-28,513.1056
cluster_4_2023-05-28,724.3259
cluster_1_2023-05-29,280.73923
cluster_2_2023-05-29,408.4793
cluster_3_2023-05-29,584.2036
cluster_4_2023-05-29,832.09906
cluster_1_2023-05-30,295.90558
cluster_2_2023-05-30,421.4702
cluster_3_2023-05-30,602.7095
cluster_4_2023-05-30,848.213
cluster_1_2023-05-31,287.89655
cluster_2_2023-05-31,415.97488
cluster_3_2023-05-31,593.70215
cluster_4_2023-05-31,848.6978
cluster_1_2023-06-01,281.77652
cluster_2_2023-06-01,420.2895
cluster_3_2023-06-01,606.6862
cluster_4_2023-06-01,851.8149
cluster_1_2023-06-02,286.4225
cluster_2_2023-06-02,423.4429
cluster_3_2023-06-02,606.6958
cluster_4_2023-06-02,840.52374
cluster_1_2023-06-03,241.59755
cluster_2_2023-06-03,379.10727
cluster_3_2023-06-03,562.33655
cluster_4_2023-06-03,770.3377
cluster_1_2023-06-04,219.77203
cluster_2_2023-06-04,356.93457
cluster_3_2023-06-04,522.69055
cluster_4_2023-06-04,740.6868
cluster_1_2023-06-05,275.44977
cluster_2_2023-06-05,412.55695
cluster_3_2023-06-05,593.43286
cluster_4_2023-06-05,840.04236
cluster_1_2023-06-06,288.2982
cluster_2_2023-06-06,427.7035
cluster_3_2023-06-06,608.7097
cluster_4_2023-06-06,859.604
cluster_1_2023-06-07,290.51218
cluster_2_2023-06-07,426.49112
cluster_3_2023-06-07,612.6648
cluster_4_2023-06-07,859.8375
cluster_1_2023-06-08,289.4984
cluster_2_2023-06-08,428.31412
cluster_3_2023-06-08,610.3082
cluster_4_2023-06-08,868.3595
cluster_1_2023-06-09,290.80856
cluster_2_2023-06-09,431.28363
cluster_3_2023-06-09,603.75775
cluster_4_2023-06-09,850.9743
cluster_1_2023-06-10,251.44702
cluster_2_2023-06-10,394.24033
cluster_3_2023-06-10,563.9374
cluster_4_2023-06-10,771.9012
cluster_1_2023-06-11,231.98883
cluster_2_2023-06-11,364.76816
cluster_3_2023-06-11,543.61426
cluster_4_2023-06-11,738.8785
cluster_1_2023-06-12,280.02512
cluster_2_2023-06-12,429.56277
cluster_3_2023-06-12,598.94617
cluster_4_2023-06-12,846.84125
cluster_1_2023-06-13,293.77277
cluster_2_2023-06-13,436.85208
cluster_3_2023-06-13,609.82513
cluster_4_2023-06-13,864.751
cluster_1_2023-06-14,294.25204
cluster_2_2023-06-14,428.11014
cluster_3_2023-06-14,611.462
cluster_4_2023-06-14,865.07965
cluster_1_2023-06-15,292.072
cluster_2_2023-06-15,431.60645
cluster_3_2023-06-15,613.43207
cluster_4_2023-06-15,867.27356
cluster_1_2023-06-16,290.55954
cluster_2_2023-06-16,420.76035
cluster_3_2023-06-16,620.05444
cluster_4_2023-06-16,865.7176
cluster_1_2023-06-17,250.61388
cluster_2_2023-06-17,385.7942
cluster_3_2023-06-17,569.33813
cluster_4_2023-06-17,778.54877
cluster_1_2023-06-18,229.18796
cluster_2_2023-06-18,363.0615
cluster_3_2023-06-18,529.08923
cluster_4_2023-06-18,751.38696
cluster_1_2023-06-19,282.6331
cluster_2_2023-06-19,416.16476
cluster_3_2023-06-19,617.2156
cluster_4_2023-06-19,853.4009
cluster_1_2023-06-20,296.87527
cluster_2_2023-06-20,434.26514
cluster_3_2023-06-20,645.1785
cluster_4_2023-06-20,886.0535
cluster_1_2023-06-21,296.47418
cluster_2_2023-06-21,416.01688
cluster_3_2023-06-21,640.3563
cluster_4_2023-06-21,855.96924
cluster_1_2023-06-22,292.54
cluster_2_2023-06-22,410.80994
cluster_3_2023-06-22,637.93176
cluster_4_2023-06-22,873.3185
cluster_1_2023-06-23,289.52966
cluster_2_2023-06-23,424.0255
cluster_3_2023-06-23,622.04944
cluster_4_2023-06-23,854.48016
cluster_1_2023-06-24,248.37291
cluster_2_2023-06-24,382.55225
cluster_3_2023-06-24,568.6393
cluster_4_2023-06-24,776.7636
cluster_1_2023-06-25,229.73631
cluster_2_2023-06-25,358.71628
cluster_3_2023-06-25,539.9854
cluster_4_2023-06-25,746.61975
cluster_1_2023-06-26,282.15924
cluster_2_2023-06-26,417.50882
cluster_3_2023-06-26,650.8653
cluster_4_2023-06-26,860.7397
cluster_1_2023-06-27,293.15634
cluster_2_2023-06-27,426.46066
cluster_3_2023-06-27,630.6133
cluster_4_2023-06-27,864.38617
cluster_1_2023-06-28,291.1534
cluster_2_2023-06-28,435.61624
cluster_3_2023-06-28,633.3457
cluster_4_2023-06-28,857.4104
cluster_1_2023-06-29,292.2055
cluster_2_2023-06-29,433.58618
cluster_3_2023-06-29,620.9758
cluster_4_2023-06-29,868.68585
cluster_1_2023-06-30,285.8195
cluster_2_2023-06-30,424.0426
cluster_3_2023-06-30,616.4491
cluster_4_2023-06-30,844.1568
cluster_1_2023-07-01,245.95506
cluster_2_2023-07-01,376.71167
cluster_3_2023-07-01,564.10345
cluster_4_2023-07-01,750.3289
cluster_1_2023-07-02,225.9168
cluster_2_2023-07-02,353.08636
cluster_3_2023-07-02,545.3198
cluster_4_2023-07-02,733.1645
cluster_1_2023-07-03,281.12042
cluster_2_2023-07-03,419.7763
cluster_3_2023-07-03,606.3193
cluster_4_2023-07-03,833.7046
cluster_1_2023-07-04,295.1731
cluster_2_2023-07-04,434.93887
cluster_3_2023-07-04,628.4709
cluster_4_2023-07-04,859.78265
cluster_1_2023-07-05,293.3034
cluster_2_2023-07-05,430.4853
cluster_3_2023-07-05,636.7091
cluster_4_2023-07-05,855.04987
cluster_1_2023-07-06,293.69006
cluster_2_2023-07-06,437.51746
cluster_3_2023-07-06,629.4671
cluster_4_2023-07-06,854.04803
cluster_1_2023-07-07,297.1696
cluster_2_2023-07-07,447.91733
cluster_3_2023-07-07,634.30505
cluster_4_2023-07-07,863.2338
cluster_1_2023-07-08,258.4718
cluster_2_2023-07-08,408.84766
cluster_3_2023-07-08,598.7014
cluster_4_2023-07-08,797.7199
cluster_1_2023-07-09,236.67918
cluster_2_2023-07-09,371.93878
cluster_3_2023-07-09,583.8667
cluster_4_2023-07-09,773.25
cluster_1_2023-07-10,284.3056
cluster_2_2023-07-10,445.23105
cluster_3_2023-07-10,647.1299
cluster_4_2023-07-10,870.7621
cluster_1_2023-07-11,302.5316
cluster_2_2023-07-11,463.77502
cluster_3_2023-07-11,668.9339
cluster_4_2023-07-11,892.4331
cluster_1_2023-07-12,297.23285
cluster_2_2023-07-12,432.8388
cluster_3_2023-07-12,646.01697
cluster_4_2023-07-12,854.6297
cluster_1_2023-07-13,291.57568
cluster_2_2023-07-13,430.03784
cluster_3_2023-07-13,636.15924
cluster_4_2023-07-13,846.7496
cluster_1_2023-07-14,294.817
cluster_2_2023-07-14,446.8891
cluster_3_2023-07-14,639.7861
cluster_4_2023-07-14,856.9377
cluster_1_2023-07-15,252.59845
cluster_2_2023-07-15,383.87625
cluster_3_2023-07-15,592.5637
cluster_4_2023-07-15,787.8876
cluster_1_2023-07-16,230.44658
cluster_2_2023-07-16,364.70953
cluster_3_2023-07-16,540.594
cluster_4_2023-07-16,732.194
cluster_1_2023-07-17,282.44064
cluster_2_2023-07-17,429.2886
cluster_3_2023-07-17,622.6131
cluster_4_2023-07-17,831.1662
cluster_1_2023-07-18,297.08356
cluster_2_2023-07-18,458.60254
cluster_3_2023-07-18,632.1033
cluster_4_2023-07-18,858.9345
cluster_1_2023-07-19,293.17996
cluster_2_2023-07-19,440.9881
cluster_3_2023-07-19,652.4444
cluster_4_2023-07-19,865.96344
cluster_1_2023-07-20,294.92657
cluster_2_2023-07-20,440.31992
cluster_3_2023-07-20,643.89545
cluster_4_2023-07-20,851.9841
cluster_1_2023-07-21,286.99478
cluster_2_2023-07-21,428.15338
cluster_3_2023-07-21,624.3908
cluster_4_2023-07-21,845.59467
cluster_1_2023-07-22,246.78006
cluster_2_2023-07-22,378.51114
cluster_3_2023-07-22,574.68634
cluster_4_2023-07-22,765.4129
cluster_1_2023-07-23,236.22816
cluster_2_2023-07-23,369.82056
cluster_3_2023-07-23,536.5345
cluster_4_2023-07-23,747.21674
cluster_1_2023-07-24,284.57217
cluster_2_2023-07-24,419.3891
cluster_3_2023-07-24,617.52673
cluster_4_2023-07-24,837.97144
cluster_1_2023-07-25,292.10486
cluster_2_2023-07-25,425.6646
cluster_3_2023-07-25,616.6195
cluster_4_2023-07-25,836.64233
cluster_1_2023-07-26,292.40344
cluster_2_2023-07-26,427.24594
cluster_3_2023-07-26,614.14154
cluster_4_2023-07-26,836.6311
cluster_1_2023-07-27,292.60376
cluster_2_2023-07-27,446.87494
cluster_3_2023-07-27,628.2721
cluster_4_2023-07-27,849.5659
cluster_1_2023-07-28,290.5733
cluster_2_2023-07-28,434.6882
cluster_3_2023-07-28,619.94476
cluster_4_2023-07-28,843.5024
cluster_1_2023-07-29,247.11446
cluster_2_2023-07-29,388.38766
cluster_3_2023-07-29,570.0268
cluster_4_2023-07-29,751.32446
cluster_1_2023-07-30,230.4044
cluster_2_2023-07-30,349.70062
cluster_3_2023-07-30,536.45654
cluster_4_2023-07-30,710.16425
cluster_1_2023-07-31,282.26132
cluster_2_2023-07-31,415.75858
cluster_3_2023-07-31,602.37396
cluster_4_2023-07-31,812.77997
cluster_1_2023-08-01,269.55383
cluster_2_2023-08-01,410.7234
cluster_3_2023-08-01,598.4357
cluster_4_2023-08-01,774.5968
cluster_1_2023-08-02,277.4406
cluster_2_2023-08-02,423.01263
cluster_3_2023-08-02,599.0041
cluster_4_2023-08-02,805.8878
cluster_1_2023-08-03,270.5955
cluster_2_2023-08-03,409.13873
cluster_3_2023-08-03,590.22107
cluster_4_2023-08-03,775.4381
cluster_1_2023-08-04,263.59546
cluster_2_2023-08-04,400.76648
cluster_3_2023-08-04,586.06604
